,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name,track_name,preview_url,binary_label,multiclass_label
2700,5MOHiX0uAj555wbYJyBnDy,0.715,0.743,11,-5.042,0,0.044,0.334,0.0851,0.0722,0.485,120.076,210347,4,Valerie June,Smile,,1,4
2701,0i0iBG0kAj9P6xo4yycA2O,0.615,0.849,11,-4.609,0,0.0566,0.0332,0.000299,0.0771,0.754,90.949,156013,4,JOSEPH,"Good Luck, Kid",,1,4
2702,6lRPvFOED4XEBUNoioFMPu,0.644,0.432,7,-5.722,1,0.0323,0.758,0.00139,0.109,0.472,93.966,192600,4,Jimbo Mathus,Sweet Oblivion,https://p.scdn.co/mp3-preview/a477feeee27f12625f1c04571f92bf58c17e5936?cid=1f08b74262ce473390052367a2428089,1,4
2703,5cK0wREGoDqNKECNlw8xzx,0.682,0.74,2,-9.886,1,0.0445,0.286,2.13e-06,0.0812,0.904,98.999,201893,4,Laura Marling,Strange Girl,https://p.scdn.co/mp3-preview/2bd88c1184c55dc37761eab820fc12b4a4c14fdb?cid=1f08b74262ce473390052367a2428089,1,4
2704,7wic0fuAMhvrOQSCY0LHi5,0.547,0.642,10,-12.182,1,0.0321,0.376,0.0367,0.118,0.875,149.013,259650,4,Molly Tuttle,"Olympia, WA",https://p.scdn.co/mp3-preview/02c41a0884efb000c430403ed7a84571d576fff5?cid=1f08b74262ce473390052367a2428089,1,4
2705,1D8iUDeYeouDd3XrRKcuQ5,0.648,0.81,9,-7.542,1,0.0504,0.0546,0.00809,0.304,0.618,120.033,247600,4,River Whyless,Van Dyke Brown,https://p.scdn.co/mp3-preview/d230674e867ead0b824cca980205f9ced32b25d0?cid=1f08b74262ce473390052367a2428089,1,4
2706,1IUjddy3uFzP76h8Zl9vFI,0.615,0.472,5,-8.638,0,0.0312,0.125,0,0.115,0.46,107.217,269083,4,Ian Noe,Letter to Madeline,https://p.scdn.co/mp3-preview/4ae3c62af993c7f6517335027252b43eee4dff24?cid=1f08b74262ce473390052367a2428089,1,4
2707,62oCnK99vT8HOgwPsvXuiM,0.662,0.585,5,-11.255,1,0.0367,0.658,0.881,0.102,0.606,129.979,273533,4,Angus & Julia Stone,Chateau,https://p.scdn.co/mp3-preview/ae1da6e4ff136c4722885726b38da490d7358b31?cid=1f08b74262ce473390052367a2428089,1,4
2708,3ocLv1zQYgIT09uIWjmTSz,0.616,0.754,7,-7.312,0,0.0689,0.408,3.45e-06,0.127,0.377,117.922,190787,4,The Ballroom Thieves,Can't Cheat Death,https://p.scdn.co/mp3-preview/a1eeb1024bf4b326a46fb1203000418786f4f16f?cid=1f08b74262ce473390052367a2428089,1,4
2709,3aGkfDKhQBWj5KYJraBI8c,0.291,0.774,5,-7.717,1,0.0531,0.0893,8.59e-05,0.0695,0.559,84.323,250587,4,Woodlock,The Future of an End,https://p.scdn.co/mp3-preview/d54de6224c8116d95812369aa7c85201edee1664?cid=1f08b74262ce473390052367a2428089,1,4
2710,1Ap29R9m0UyLBH2uJHpcTy,0.715,0.771,5,-7.994,1,0.0507,0.0221,2.02e-05,0.156,0.829,100.02,201339,4,Bruce Peninsula,Make a Sound,https://p.scdn.co/mp3-preview/65468b026b0cd507620aac369e7a9881e817b83d?cid=1f08b74262ce473390052367a2428089,1,4
2711,2nGlee89fbRa03FsCsY7hp,0.574,0.592,0,-10.735,1,0.0752,0.175,0.000334,0.14,0.203,159.866,257640,4,Cereus Bright,River Run,https://p.scdn.co/mp3-preview/2c236b66c72df7959ab8ea11953445d1b6136e54?cid=1f08b74262ce473390052367a2428089,1,4
2712,5jQQSl7Uae4S8mlRkR4W8j,0.321,0.895,2,-6.087,1,0.12,0.0314,0,0.364,0.385,127.082,252853,4,The Lone Bellow,Green Eyes and a Heart of Gold,https://p.scdn.co/mp3-preview/3a892f39cece39bbe78614a65619bf7387aad09e?cid=1f08b74262ce473390052367a2428089,1,4
2713,08cXy6KUizaAelYXtcew3w,0.388,0.595,1,-9.799,1,0.0325,0.663,5.58e-05,0.178,0.596,190.043,204213,4,Milo Greene,1957,https://p.scdn.co/mp3-preview/a2bee16295a2cfdb9fecfcd8203115dd6151cc49?cid=1f08b74262ce473390052367a2428089,1,4
2714,72BlyfR0zO3NWcLZQ1ARcK,0.69,0.657,7,-4.397,0,0.0372,0.0926,0.000209,0.12,0.501,140.005,200401,4,Johnnyswim,Don't Let It Get You Down,,1,4
2715,0x1mjEve6LgDbFqBO36p0X,0.594,0.539,0,-6.447,1,0.0318,0.0442,0.000158,0.215,0.18,124.996,300960,4,Little Green Cars,My Love Took Me Down To The River To Silence Me,,1,4
2716,5daoW1nT2JllZjmSKg0lnn,0.559,0.549,1,-8.258,0,0.037,0.251,0,0.0906,0.32,120.087,193348,4,Little Quirks,Crumbled,https://p.scdn.co/mp3-preview/0ae8fe8baba5ff1305274b1988968b0b393f0efa?cid=1f08b74262ce473390052367a2428089,1,4
2717,7uAlJ3iZWFm8OlC7mtXHec,0.534,0.67,9,-9.659,0,0.0316,0.139,0.24,0.317,0.528,132.994,179714,4,Laura Veirs,Burn Too Bright,https://p.scdn.co/mp3-preview/86f7d74ca4f7db846035b9307fd6ae7f27ba7d70?cid=1f08b74262ce473390052367a2428089,1,4
2718,4TXiPzOZanpYIUXuNwHzlZ,0.543,0.886,2,-5.087,1,0.0508,0.00128,0,0.122,0.38,128.219,197120,4,The Lone Bellow,Time's Always Leaving,https://p.scdn.co/mp3-preview/9dceb4421f915940e3fbf021aa1fc04353c842fb?cid=1f08b74262ce473390052367a2428089,1,4
2719,7MUNNBJKYo3cdokp06wEOB,0.728,0.673,5,-5.766,1,0.0318,0.0964,6.94e-06,0.0695,0.489,127.995,214853,4,Vance Joy,Lay It on Me,https://p.scdn.co/mp3-preview/0533acec7e530a0d2cdd3227a193552482a177a6?cid=1f08b74262ce473390052367a2428089,1,4
2720,6ws3nglPZiK1lCgU9ZpfQV,0.45,0.917,9,-6.677,1,0.106,0.00185,0.0172,0.188,0.656,150.135,240260,4,Jonathan Terrell,Never Makes a Sound,https://p.scdn.co/mp3-preview/04f055ac48aec547f52312ce032ea38706f4d37e?cid=1f08b74262ce473390052367a2428089,1,4
2721,47ed9eO66cBHvWteLlF7C0,0.618,0.769,11,-4.642,0,0.0309,0.671,0.241,0.276,0.607,111.978,194000,4,Freedom Fry,Awake,https://p.scdn.co/mp3-preview/5e395863b582b487220cea8e45b7ce6e775e8884?cid=1f08b74262ce473390052367a2428089,1,4
2722,0xpKRzMR9x53jKSdugItan,0.433,0.815,6,-3.658,1,0.0771,0.00879,0,0.138,0.461,125.358,262867,4,Brandi Carlile,Hold Out Your Hand,https://p.scdn.co/mp3-preview/fc25db19193bee5beb114fe51111c86719f01fd6?cid=1f08b74262ce473390052367a2428089,1,4
2723,35e4UTDLUpqOzGqjWz3AoT,0.619,0.802,7,-8.926,1,0.0658,0.745,0.529,0.101,0.414,134.726,192981,4,This Is The Kit,This Is What You Did,,1,4
2724,5xGt18Bb0D0DvYwytFDuhD,0.523,0.691,2,-8.435,1,0.0327,0.173,0.274,0.603,0.557,144.975,191680,4,Fleet Foxes,Young Man's Game,https://p.scdn.co/mp3-preview/08ec1beb25d969dd61b1f95b642f3e8a99ee79d1?cid=1f08b74262ce473390052367a2428089,1,4
2725,33faLM9uNVtibuZIb37MOV,0.479,0.79,4,-7.775,1,0.0352,0.467,0.713,0.155,0.444,111.023,241707,4,The Head And The Heart,Shake,,1,4
2726,7yMYqHqzye8vtyiHqdVlZw,0.538,0.77,5,-7.376,1,0.0487,0.0158,0.214,0.0686,0.238,127.103,265920,4,Sharon Van Etten,Seventeen,https://p.scdn.co/mp3-preview/7e82d2c5fd8f5d66b9072417305d5f1770b0dca3?cid=1f08b74262ce473390052367a2428089,1,4
2727,5hOaRdlUqUSZ5nv8kQx1DF,0.622,0.953,2,-4.409,1,0.0387,0.00324,0.0295,0.367,0.666,119.978,249587,4,The Wind and The Wave,Don't You (Forget About Me),https://p.scdn.co/mp3-preview/07bcb17db66384ca8eba03a70660ebb37eb287fa?cid=1f08b74262ce473390052367a2428089,1,4
2728,52El1xcHuTy4u68E9GSvqB,0.379,0.491,3,-10.918,1,0.0489,0.322,0.126,0.0676,0.0967,147.195,239773,4,Lydia Luce,All the Time,https://p.scdn.co/mp3-preview/3a5b92687d995cdc2e2d480e7ea883d2b2460b0e?cid=1f08b74262ce473390052367a2428089,1,4
2729,5xZV3jkOFbKLH7ywEqGORA,0.725,0.666,2,-5.514,1,0.0774,0.754,1.05e-06,0.15,0.582,120.139,158827,4,The Show Ponies,Gone,https://p.scdn.co/mp3-preview/4649efee9f63fda1c5aee1fb12c7f01278dadbed?cid=1f08b74262ce473390052367a2428089,1,4
2730,7avkXs2JVAPI4QXFsLgQsA,0.554,0.585,0,-8.084,0,0.0329,0.12,3.3e-06,0.327,0.184,80.095,176427,4,Wildwood Kin,Warrior Daughter,,1,4
2731,4nOi8Y22QaxmAEkIrpb5Fv,0.598,0.56,0,-11.679,1,0.0375,0.607,0.0432,0.196,0.221,115.01,279000,4,The Lumineers,Stubborn Love,,1,4
2732,77QJe0ucvYrpdiRNup3cmY,0.628,0.559,0,-6.185,0,0.0249,0.213,0.0693,0.0871,0.294,103.903,208980,4,The Rural Alberta Advantage,Brother,https://p.scdn.co/mp3-preview/8ad00a4b66e592585050b45f23f2e61e1c60efaa?cid=1f08b74262ce473390052367a2428089,1,4
2733,40rjypnguxfhPy4Bbv5SWc,0.539,0.836,11,-5.365,1,0.0654,0.217,0.000168,0.303,0.759,135.596,168760,4,Langhorne Slim,The Way We Move,https://p.scdn.co/mp3-preview/c0138fee0bf52ad832136318d8b6722291eef092?cid=1f08b74262ce473390052367a2428089,1,4
2734,42HGl10TZF0LLfLgMWNtfw,0.664,0.79,4,-4.631,0,0.0303,0.368,6.27e-05,0.382,0.175,110.002,327853,4,The Wind and The Wave,Edge of Seventeen,https://p.scdn.co/mp3-preview/1802265c9faead520e98b8dc4351d719192e02c7?cid=1f08b74262ce473390052367a2428089,1,4
2735,7omE4K9WTUmbD9TzVPyTjZ,0.525,0.455,4,-10.622,0,0.0397,0.134,5.24e-05,0.118,0.132,121.784,249497,3,Sons Of The East,Fast and Slow,https://p.scdn.co/mp3-preview/6c1c4d25c0494be176f1fed4976247364fafdab6?cid=1f08b74262ce473390052367a2428089,1,4
2736,5BxVRqpZi6tIhAap1ZjzVD,0.541,0.982,2,-4.908,1,0.107,0.00767,0.000765,0.291,0.722,104.03,308360,4,St. Lucia,Elevate,https://p.scdn.co/mp3-preview/983050532cbf1fb32bae3023cb3811e08dd1e06d?cid=1f08b74262ce473390052367a2428089,1,4
2738,0F0xMIT47P5VpCOH5eajwO,0.742,0.247,1,-12.262,1,0.0321,0.885,0,0.105,0.38,112.845,166000,4,Stevie Appleton,So Hot You're Hurting My Feelings - Acoustic,https://p.scdn.co/mp3-preview/429aa9e75de2d8d41f823acbe4b3db30d5daeb9e?cid=1f08b74262ce473390052367a2428089,1,4
